UserID,State,Major
1307922,CA,Church Administrator  Part 2
1308273,CA,Communications
1308644,FL,
1309055,LA,Mental Health Counseling
1309792,TX,Information Word Processing
1310222,MD,General Studies
1312055,TX,professional writing
1313055,DE,
1313990,AZ,Elementary Education
1315009,MD,
1315108,DE,
1318685,TX,Not Applicable
1320052,FL,CULINARY ARTS NUTRITION
1320162,FL,
1320442,MO,Business Administration/ Accounting
1323414,TX,Organizational Communications
1323796,IL,"Computer/Information Technology Services Administration andManagement, Other"
1323966,AL,Electronic Computer Engineering Technology
1324414,NV,General Education
1325305,FL,
1325605,IN,General study
1326370,CA,Marketing
1326863,VA,"Education, General"
1326993,WA,Economics
1329509,CT,Business Administration
1330529,IN,Not Applicable
1330917,IN,
1331489,TX,
1331757,CA,Liberal Studies
1332561,FL,
1332639,GA,Not Applicable
1333837,OH,construction technology
1334505,IN,Accounting
1334845,MO,Medical/Clinical Assistant
1336917,PA,
1337216,OH,
1340423,IL,Not Applicable
1340552,GA,Architectural Studies
1341754,LA,Business Office Administration
1343601,LA,Not Applicable
1343759,CA,Social Sciences
1344341,MD,Business Administrative
1344376,MD,Medical Insurance Coding Specialist/Coder
1349344,GA,
1351758,FL,
1352783,OH,
1353338,FL,Not Applicable
1353722,KS,Not Applicable
1355050,TX,"History, General"
1357212,TX,Certified Pharmacy Technician
1358129,TX,Logistics/Supply Chain Management
1359128,DE,dealing
1362352,MO,Biology
1363114,CA,Accounting
1363810,NY,Accounting - Cumulative
1364895,CA,Finance
1364981,NV,
1365141,LA,
1365537,GA,Criminal Justice
1365860,OH,Sports Management
1366243,DE,Not Applicable
1366554,IL,Accounting
1367562,IL,Print Journalism
1369548,IL,Technical Management
1370259,IL,
1370275,TX,Interior Design Certification
1370548,GA,Business Administration
1370760,GA,Accounting
1375058,FL,
1376067,IL,food service
1376255,TX,
1377202,MO,Applied Science in Arts
1380102,TX,Electronic Technology
1381753,WI,Not Applicable
1383875,GA,
1385991,GA,Not Applicable
1386351,SC,Poltical Science/Criminal Justice
1386817,OH,
1387885,MD,
1388284,WA,
1388443,MD,
1388637,FL,
1395521,KY,Music Education
1397375,OH,
1399228,IL,
1401817,GA,Audio Engineering
1406625,TX,HR Management
1407016,MD,Sociology
1407266,IL,
1407292,AZ,MBA
1407983,GA,Sociology
1408226,VA,Human Resources Management
1408970,GA,Interior Design
1410101,TX,
1410420,GA,marketing
1410605,GA,Public Health
1411975,MO,
1413100,GA,Psychology
1413913,GA,
1414982,TX,Human Resources
1416795,GA,Business Administration
1417265,MD,General Studies
1417893,MD,Not Applicable
1418239,LA,
1419994,TX,Not Applicable
1421028,CA,
1421544,OH,business
1421948,OH,Business Management Marketing with Graphic Design concentration
1422284,KY,Organizational Leadership
1422830,MO,General Studies
1423259,CA,Industrial and Operations Engineering
1424351,PA,Christian Counseling and Discipleship
1425164,IN,Not Applicable
1426220,AZ,Not Applicable
1427087,FL,business Administration
1427128,WA,
1427277,CA,English Literature
1429104,MD,HVAC Certified
1430010,GA,
1430145,CA,Business Administration
1431538,FL,Political Science
1432174,FL,Business Administration
1432269,NC,Information Systems
1433654,PA,Human Resources
1434937,KS,
1436399,NJ,Engineering Technology Management
1437848,MO,Corporate Communication Arts
1439061,IL,Public Administration
1443614,DE,Not Applicable
1444418,AL,
1445984,IL,Sociology
1446584,CA,
1447546,CA,Economics
1449354,TX,Film Analysis
1450724,NC,Chemical Engineering
1452256,MI,Web Graphic Design
1452331,NJ,Management
1452644,Ontario,Business Administration
1453657,FL,
1454870,OH,Accounting
1454973,CO,Mechanical Engineering
1455279,CA,Business Management
1456292,FL,High School Courses
1459196,FL,Industrial Psychology
1460895,CA,Psychology
1462016,KS,Information Technology
1462032,IN,
1463327,CT,Accounting
1463612,TX,Anthropology
1464037,TX,Applied Arts and Sciences
1464491,CO,Interdisciplinary Studies
1464593,TX,Education Expenses
1464754,IN,Culinary Arts
1464822,CT,Clinical Fellow Cardiothoracic Surgery
1465207,IL,Accountancy
1465513,NC,Human Resources Management
1465987,MN,
1468296,FL,Marketing
1468348,NY,Accounting
1469289,IL,Mass Communications/Journalism
1471063,TX,General Equivalent
